"lang"
{
	"Language"		"SChinese"
	"DOTA_Tooltip_ability_mjz_sniper_assassinate_aghanim_description"	"暗杀变成点地施放的范围技能，经过持续施法后向范围内单位射出数发子弹，造成致命一击伤害并触发爆头。"
	"DOTA_Tooltip_ability_mjz_sniper_assassinate_Lore"					"为了完成预言然后返回家乡，卡德尔必须和参加古老考验那天一样，做出完美的射击。"
	"DOTA_Tooltip_ability_mjz_sniper_assassinate_cast_range"			"施法距离："
	"DOTA_Tooltip_ability_mjz_sniper_assassinate_total_cast_time_tooltip"	"瞄准持续时间："
	"DOTA_Tooltip_ability_mjz_sniper_assassinate_assassinate_damage"	"伤害："
	"DOTA_Tooltip_ability_mjz_sniper_assassinate_scatter_range"			"散开距离："
	"DOTA_Tooltip_ability_mjz_sniper_assassinate_scepter_radius"		"神杖升级作用范围："
	"DOTA_Tooltip_ability_mjz_sniper_assassinate_scepter_crit_bonus"	"%神杖升级致命一击伤害："
	"DOTA_Tooltip_ability_mjz_sniper_assassinate_Note0"			"准星效果只对队友可见。"
	"DOTA_Tooltip_ability_mjz_sniper_assassinate_Note1"			"隐身不能躲避该技能弹道。"
	"DOTA_Tooltip_ability_mjz_sniper_assassinate_Note2"			"能够打断持续施法技能，打断效果无视技能免疫。"
	"DOTA_Tooltip_modifier_mjz_sniper_assassinate"				"暗杀"
	"DOTA_Tooltip_modifier_mjz_sniper_assassinate_Description"	"狙击手瞄准了你的脑袋！"
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_sniper_assassinate_damage"	"+50% 暗杀伤害"
		    
	"DOTA_Tooltip_ability_mjz_sniper_quick_draw"				    "快枪手"
	"DOTA_Tooltip_ability_mjz_sniper_quick_draw_Description"	    "你的等级越高你的攻击速度越快。"
	"DOTA_Tooltip_ability_mjz_sniper_quick_draw_Lore"	    		""
	"DOTA_Tooltip_ability_mjz_sniper_quick_draw_Note0"	    		""
	"DOTA_Tooltip_ability_mjz_sniper_quick_draw_max_stacks"			"最大层数："
	"DOTA_Tooltip_ability_mjz_sniper_quick_draw_attack_speed"		"每层攻击速度加成："
	"DOTA_Tooltip_modifier_mjz_sniper_quick_draw_buff"				"快枪手"
	"DOTA_Tooltip_modifier_mjz_sniper_quick_draw_buff_Description"	"你的等级越高你的攻击速度越快。"
	    
"DOTA_Tooltip_ability_mjz_sniper_take_aim"											"瞄准"
"DOTA_Tooltip_ability_mjz_sniper_take_aim_Description"								"增加狙击手步枪的射程。开启后攻击距离加倍。"
"DOTA_Tooltip_ability_mjz_sniper_take_aim_Lore"										"卡德尔总是保持自己待在远处的安全距离，同时他仍然可以作为狙击手进行完美的射击。"
"DOTA_Tooltip_ability_mjz_sniper_take_aim_bonus_attack_range"						"射程增加："
"DOTA_Tooltip_ability_mjz_sniper_take_aim_move_slow_pct"							"%移动速度减缓："
"DOTA_Tooltip_modifier_mjz_sniper_take_aim"											"瞄准"
"DOTA_Tooltip_modifier_mjz_sniper_take_aim_Description"								"攻击距离加倍。"    
	"DOTA_Tooltip_ability_mjz_spectre_desolate"				    "荒芜"
	"DOTA_Tooltip_ability_mjz_spectre_desolate_Description"	    "幽鬼的攻击对敌人造成额外伤害。"
	"DOTA_Tooltip_ability_mjz_spectre_desolate_Lore"	    	"战士们常常发现只有一个墨丘利的幻象和他们在一起 - 不得不去质疑，这是不是真正的幽鬼。"
	"DOTA_Tooltip_ability_mjz_spectre_desolate_Note0"	    	"荒芜的效果是在完成一次攻击时施加的，与该攻击是否真正击中其目标无关"
	"DOTA_Tooltip_ability_mjz_spectre_desolate_bonus_damage"	"伤害："
	"DOTA_Tooltip_ability_mjz_spectre_desolate_radius"			"范围："
	    
	"DOTA_Tooltip_ability_mjz_spectre_haunt"				    "魅影重重"
	"DOTA_Tooltip_ability_mjz_spectre_haunt_Description"	    ""
	"DOTA_Tooltip_ability_mjz_spectre_haunt_aghanim_description"	"获得一个新技能，如影随形。可以对单个目标单位施放魅影重重"
	"DOTA_Tooltip_ability_mjz_spectre_haunt_Lore"	    		""
	"DOTA_Tooltip_ability_mjz_spectre_haunt_Note0"	    		"幻象无法自行控制"
	"DOTA_Tooltip_ability_mjz_spectre_haunt_illusion_duration"	"幻象持续时间："
	"DOTA_Tooltip_ability_mjz_spectre_haunt_illusion_count"		"幻象数量："
	"DOTA_Tooltip_ability_mjz_spectre_haunt_tooltip_outgoing"	"%幻象造成的伤害："
	"DOTA_Tooltip_ability_mjz_spectre_haunt_tooltip_illusion_total_damage_incoming"		"%幻象受到的伤害："
	"DOTA_Tooltip_ability_mjz_spectre_haunt_illusion_heal_damage_per"		"%幻象回复受到的伤害："
	"DOTA_Tooltip_ability_mjz_spectre_haunt_hero_heal_damage_per"			"%英雄回复受到的伤害："
	
	"DOTA_Tooltip_ability_mjz_spectre_haunt_single"                         "如影随形"
	"DOTA_Tooltip_ability_mjz_spectre_haunt_single_Description"             "对单个目标单位施放鬼影重重。"
	"DOTA_Tooltip_ability_mjz_spectre_haunt_single_Lore"             		"在强大的专注力下，墨丘利有时可以限制她分裂的限度。"
	// "DOTA_Tooltip_ability_mjz_spectre_haunt_single_duration"                "持续时间："
	// "DOTA_Tooltip_ability_mjz_spectre_haunt_single_tooltip_outgoing"		"%鬼影继承攻击力："
	// "DOTA_Tooltip_ability_mjz_spectre_haunt_single_tooltip_illusion_total_damage_incoming"		"%鬼影承受伤害："
	// "DOTA_Tooltip_ability_mjz_spectre_haunt_single_tooltip_cooldown"		"冷却时间："
	    
	"DOTA_Tooltip_ability_mjz_spectre_reality"				    "相位转移"
	"DOTA_Tooltip_ability_mjz_spectre_reality_Description"	    "幽鬼与选中的鬼影交换位置。"
	"DOTA_Tooltip_ability_mjz_spectre_reality_Lore"	    		"分散的影子重聚成真正的幽鬼。"
	"DOTA_Tooltip_ability_mjz_spectre_reality_Note0"	    	""
	    
	"DOTA_Tooltip_ability_mjz_storm_spirit_ball_lightning"								"球状闪电"
	"DOTA_Tooltip_ability_mjz_storm_spirit_ball_lightning_Description"					"风暴之灵变成不稳定的电流在战场上横冲直撞，直到他的魔法耗尽或到达目标才停下。"
	"DOTA_Tooltip_ability_mjz_storm_spirit_ball_lightning_Lore"							"风暴来袭。"
	"DOTA_Tooltip_ability_mjz_storm_spirit_ball_lightning_Note0"						"行进过程中可以使用技能和物品。"
	"DOTA_Tooltip_ability_mjz_storm_spirit_ball_lightning_Note1"						"该技能可以摧毁树木。"
	"DOTA_Tooltip_ability_mjz_storm_spirit_ball_lightning_Note2"						"风暴之灵在球状闪电期间是无敌状态。"
	"DOTA_Tooltip_ability_mjz_storm_spirit_ball_lightning_radius"						"作用范围："
	"DOTA_Tooltip_ability_mjz_storm_spirit_ball_lightning_bonus_move_speed"				"%速度："
	"DOTA_Tooltip_ability_mjz_storm_spirit_ball_lightning_damage"						"伤害："
	"DOTA_Tooltip_ability_mjz_storm_spirit_ball_lightning_mana_percentage"				"%魔法消耗："
	"DOTA_Tooltip_modifier_mjz_storm_spirit_ball_lightning_buff"					"球状闪电"
	"DOTA_Tooltip_modifier_mjz_storm_spirit_ball_lightning_buff_Description"	    "风暴之灵变成不稳定的电流在战场上横冲直撞，直到他的魔法耗尽或到达目标才停下。"
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_storm_spirit_ball_lightning_01"		"+{s:value} 球状闪电伤害"
	
	"DOTA_Tooltip_ability_mjz_storm_spirit_overload"									"超负荷"
	"DOTA_Tooltip_ability_mjz_storm_spirit_overload_Description"						"施法时会产生电荷，在风暴之灵下次攻击时被释放，对附近敌人造成伤害并减速。"
	"DOTA_Tooltip_ability_mjz_storm_spirit_overload_Lore"								"啪！嘶！咝！"
	"DOTA_Tooltip_ability_mjz_storm_spirit_overload_Note0"								"使用物品不会触发超负荷。"
	"DOTA_Tooltip_ability_mjz_storm_spirit_overload_Note1"								"超负荷效果不会叠加。"
	"DOTA_Tooltip_ability_mjz_storm_spirit_overload_overload_move_slow"					"%移动速度减缓："
	"DOTA_Tooltip_ability_mjz_storm_spirit_overload_overload_attack_slow"				"攻击速度降低："
	"DOTA_Tooltip_ability_mjz_storm_spirit_overload_overload_aoe"						"作用范围："
	"DOTA_Tooltip_ability_mjz_storm_spirit_overload_slow_duration"						"持续时间："
	"DOTA_Tooltip_ability_mjz_storm_spirit_overload_overload_damage"					"伤害："
	"DOTA_Tooltip_ability_mjz_storm_spirit_overload_intelligence_damage"				"%智力伤害："
	"DOTA_Tooltip_modifier_mjz_storm_spirit_overload_buff"								"超负荷"
	"DOTA_Tooltip_modifier_mjz_storm_spirit_overload_buff_Description"					"通过施法来获得充能"
	"DOTA_Tooltip_modifier_mjz_storm_spirit_overload_debuff"						"超负荷减速"
	"DOTA_Tooltip_modifier_mjz_storm_spirit_overload_debuff_Description"			"受到风暴之灵超负荷效果影响。移动速度减缓 %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%，攻击速度降低 %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%。"
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_storm_spirit_overload_01"		"+{s:value} 超负荷智力伤害"
	
"DOTA_Tooltip_ability_mjz_techies_land_mines"						"感应地雷"
"DOTA_Tooltip_ability_mjz_techies_land_mines_Lore"			"起重港的噩梦！"
"DOTA_Tooltip_ability_mjz_techies_land_mines_Description"			"埋布隐形的地雷，不会被真实视域检测到，但是有敌方单位在地雷的%radius%生效范围内会显形。敌人在生效范围内停留超过%proximity_threshold%秒会使地雷爆炸。爆炸在爆炸范围内造成全额伤害，对建筑物造成%building_damage_pct%%%伤害。"
"DOTA_Tooltip_ability_mjz_techies_land_mines_base_damage"				"基础伤害："
"DOTA_Tooltip_ability_mjz_techies_land_mines_int_damage"				"%智力伤害："
"DOTA_Tooltip_ability_mjz_techies_land_mines_radius"	            "作用范围："
"DOTA_Tooltip_ability_mjz_techies_land_mines_building_damage_pct"   "%对建筑伤害："
"DOTA_Tooltip_ability_mjz_techies_land_mines_activation_delay"		"启动延迟："
"DOTA_Tooltip_ability_mjz_techies_land_mines_cast_range_scepter_bonus"	"神杖升级施法距离加成："
"DOTA_Tooltip_ability_mjz_techies_land_mines_aghanim_description"	"提升施法距离。"
"DOTA_Tooltip_ability_mjz_techies_land_mines_Note0"					"感应地雷的生效范围内不能再放置地雷。"
"DOTA_Tooltip_ability_mjz_techies_land_mines_Note1"					"感应地雷不会阻止中立生物产生。"
"DOTA_Tooltip_ability_mjz_techies_land_mines_Note2"					"地雷持续时间没有上限，除非爆炸或被摧毁。"
"DOTA_Tooltip_ability_mjz_techies_land_mines_Note3"					"隐形单位也能触发地雷。"
"DOTA_Tooltip_ability_mjz_techies_land_mines_Note4"					"飞行单位不会触发地雷。"
"DOTA_Tooltip_ability_mjz_techies_land_mines_Note5"					"敌方英雄将地雷摧毁可以获得25金钱。"
"DOTA_Tooltip_ability_mjz_techies_land_mines_Note6"					"地雷可以被技能免疫单位触发，但无法对其造成伤害。"
"DOTA_Tooltip_ability_special_bonus_unique_mjz_techies_land_mines_int_damage"	"+{s:value}% 感应地雷智力伤害"
	"DOTA_Tooltip_ability_mjz_techies_suicide"							"爆破起飞！"
	"DOTA_Tooltip_ability_mjz_techies_suicide_Description"				"工程师冲到敌人中间，在相遇时引爆炸药，造成大量范围伤害，并沉默敌人。引爆时会对工程师造成最大生命值%hp_cost%%的伤害。"
	"DOTA_Tooltip_ability_mjz_techies_suicide_Lore"				"我们是要去哪？"
	"DOTA_Tooltip_ability_mjz_techies_suicide_damage"					"基础伤害："
	"DOTA_Tooltip_ability_mjz_techies_suicide_radius"				    "作用范围："
	"DOTA_Tooltip_ability_mjz_techies_suicide_silence_duration"			"沉默持续时间："
	"DOTA_Tooltip_ability_mjz_techies_suicide_hp_cost"				    "%最大生命值伤害："
	"DOTA_Tooltip_ability_mjz_techies_suicide_Note0"			"若使用本技能后死亡将视为自杀，敌方英雄将不会获得金钱和经验。"
	"DOTA_Tooltip_ability_mjz_techies_suicide_Note1"			"即使自杀，工程师依然能获得杀死的敌方英雄对应的经验值。"
	"DOTA_Tooltip_ability_mjz_techies_suicide_Note2"			"本技能将摧毁树木。"
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_techies_suicide_02"			"+{s:value} 爆破起飞伤害"
	    
	"DOTA_Tooltip_ability_mjz_templar_assassin_proficiency"				    "熟练"
	"DOTA_Tooltip_ability_mjz_templar_assassin_proficiency_Description"	    "攻击将降低目标%armor_reduction_percent%%%护甲，持续%armor_reduction_duration%秒。"
	"DOTA_Tooltip_ability_mjz_templar_assassin_proficiency_Lore"	    	"熟练的刺客能穿透敌人的护甲。"
	"DOTA_Tooltip_ability_mjz_templar_assassin_proficiency_armor_reduction_percent"		"%护甲降低："
	"DOTA_Tooltip_ability_mjz_templar_assassin_proficiency_armor_reduction_duration"	"持续时间："
	"DOTA_Tooltip_modifier_mjz_templar_assassin_proficiency_debuff"					"熟练"
	"DOTA_Tooltip_modifier_mjz_templar_assassin_proficiency_debuff_Description"	    "护甲降低%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
	    
	"DOTA_Tooltip_ability_mjz_templar_assassin_refraction"				    "折光"
	"DOTA_Tooltip_ability_mjz_templar_assassin_refraction_Description"	    "圣堂刺客变得十分难以捉摸，躲避伤害的同时获得攻击力加成。"
	"DOTA_Tooltip_ability_mjz_templar_assassin_refraction_Lore"	    		"通过操控她的灵能面纱，拉娜娅让自然法则为她所用。"
	"DOTA_Tooltip_ability_mjz_templar_assassin_refraction_bonus_damage"		"攻击力加成："
	"DOTA_Tooltip_ability_mjz_templar_assassin_refraction_duration"			"持续时间："
	"DOTA_Tooltip_modifier_mjz_templar_assassin_refraction_buff"					"折光"
	"DOTA_Tooltip_modifier_mjz_templar_assassin_refraction_buff_Description"	    "提升攻击力。吸收所有伤害。"
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_templar_assassin_refraction_damage"	"+100 折光攻击力加成"
	
"DOTA_Tooltip_ability_mjz_templar_assassin_trap_teleport"                   "灵能投射"
"DOTA_Tooltip_ability_mjz_templar_assassin_trap_teleport_Description"       "使圣堂刺客经过短暂的持续施法后传送至任意灵能陷阱。到达时引爆灵能陷阱。"
"DOTA_Tooltip_ability_mjz_templar_assassin_trap_teleport_Lore"       "作为她效忠的报酬，拉娜娅得以查探秘密，使她的灵能天赋解开了新的技巧。"
"DOTA_Tooltip_ability_mjz_templar_assassin_trap_teleport_Note0"						"陷阱没有时间限制。"
"DOTA_Tooltip_ability_mjz_templar_assassin_trap_teleport_Note2"						"陷阱的视野是400/400。"
"DOTA_Tooltip_ability_mjz_templar_assassin_trap_teleport_max_traps"					"最大陷阱数："
"DOTA_Tooltip_ability_mjz_templar_assassin_trap_teleport_trap_bonus_damage"       "陷阱引爆伤害："
"DOTA_Tooltip_ability_mjz_templar_assassin_trap_teleport_movement_speed"				"%移动速度减缓："
"DOTA_Tooltip_ability_mjz_templar_assassin_trap_teleport_trap_duration"					"减速持续时间："
"DOTA_Tooltip_ability_mjz_templar_assassin_trap_teleport_trap_radius"					"作用范围："
"DOTA_Tooltip_modifier_mjz_templar_assassin_trap_teleport_debuff"						"陷阱"
"DOTA_Tooltip_modifier_mjz_templar_assassin_trap_teleport_debuff_Description"			"移动速度减缓%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%。"
"DOTA_Tooltip_ability_mjz_templar_assassin_self_trap"								"触发陷阱"
"DOTA_Tooltip_ability_mjz_templar_assassin_self_trap_Description"					"触发陷阱，减速周围的敌人。"    
	"DOTA_Tooltip_ability_mjz_terrorblade_metamorphosis_relieve"				    "解除变身"
	"DOTA_Tooltip_ability_mjz_terrorblade_metamorphosis_relieve_Description"	    "立刻解除变身效果。

可用神杖升级。"
	"DOTA_Tooltip_ability_mjz_terrorblade_metamorphosis_relieve_Aghanim_Description"	    "变身没有时间限制。"
	"DOTA_Tooltip_ability_mjz_terrorblade_metamorphosis_relieve_health_drain_per_second_scepter"	    "%每秒生命消耗："
	    
	"DOTA_Tooltip_ability_mjz_terrorblade_sunder"				    "魂断"
	"DOTA_Tooltip_ability_mjz_terrorblade_sunder_Description"	    "隔断恐怖利刃以及目标的灵魂并将双方的当前血量进行互换。交换后双方的生命值必定在一定百分比以上。"
	"DOTA_Tooltip_ability_mjz_terrorblade_sunder_Lore"	    		"你是不是不想要这条命？恶魔掠夺者偷走的正是你最为珍视的。"
	"DOTA_Tooltip_ability_mjz_terrorblade_sunder_cast_range"				"施法距离："
	"DOTA_Tooltip_ability_mjz_terrorblade_sunder_hit_point_minimum_pct"		"%隔断后最低生命值："    
	"DOTA_Tooltip_ability_mjz_tinker_heat_seeking_missile"				"热导飞弹"
	"DOTA_Tooltip_ability_mjz_tinker_heat_seeking_missile_Description"	"发射一对火箭，攻击%radius%范围内可见的最近的敌方单位。

可用神杖升级。"
	"DOTA_Tooltip_ability_mjz_tinker_heat_seeking_missile_Lore"			"鲍什最后救下来的玩意儿，是一个改造过的制导式火箭筒。"
	"DOTA_Tooltip_ability_mjz_tinker_heat_seeking_missile_aghanim_description"	"提高热导飞弹的目标数量。"
	"DOTA_Tooltip_ability_mjz_tinker_heat_seeking_missile_radius"		"范围："
	"DOTA_Tooltip_ability_mjz_tinker_heat_seeking_missile_damage"		"基础伤害："
	"DOTA_Tooltip_ability_mjz_tinker_heat_seeking_missile_intelligence_damage"		"%智力伤害："
	"DOTA_Tooltip_ability_mjz_tinker_heat_seeking_missile_targets"		"飞弹数量："
	"DOTA_Tooltip_ability_mjz_tinker_heat_seeking_missile_targets_scepter"	"神杖升级飞弹数量："
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_tinker_0203"		"+{s:value}% 热导飞弹智力伤害"    
"DOTA_Tooltip_ability_mjz_tinker_quick_arm"												"快速装填"
"DOTA_Tooltip_ability_mjz_tinker_quick_arm_Description"									"持续施法 - 修补匠的大多数物品和技能的冷却时间减少一半。"
"DOTA_Tooltip_ability_mjz_tinker_quick_arm_Lore"										"这儿换块新电池，那儿塞几枚火箭弹，鲍什不断改进现有的技术。"
"DOTA_Tooltip_ability_mjz_tinker_quick_arm_abilitychanneltime"							"快速装填所需时间："    
	"DOTA_Tooltip_ability_mjz_tiny_craggy_exterior"				    	"崎岖外表"
	"DOTA_Tooltip_ability_mjz_tiny_craggy_exterior_Description"	    	"使小小受到的伤害反弹给攻击者。攻击小小的近战敌人有一定概率被眩晕。触发概率随着升级长大还会提升。"
	"DOTA_Tooltip_ability_mjz_tiny_craggy_exterior_Lore"	    		"近战英雄会发现攻击山岭巨人是毫无用处的。"
	"DOTA_Tooltip_ability_mjz_tiny_craggy_exterior_Note0"	    		"只有近战单位会触发，不影响远程单位。"
	"DOTA_Tooltip_ability_mjz_tiny_craggy_exterior_bonus_armor"			"护甲加成："
	"DOTA_Tooltip_ability_mjz_tiny_craggy_exterior_stun_chance"			"%触发几率："
	"DOTA_Tooltip_ability_mjz_tiny_craggy_exterior_stun_duration"		"眩晕时间："
	"DOTA_Tooltip_ability_mjz_tiny_craggy_exterior_return_damage"		"伤害："
	"DOTA_Tooltip_modifier_mjz_tiny_craggy_exterior_stunned"			"崎岖外表"
	    
	"DOTA_Tooltip_ability_mjz_tiny_tree_grab_scepter_effect"				    	"抓树的神杖效果"
	"DOTA_Tooltip_ability_mjz_tiny_tree_grab_scepter_effect_Description"	    	"神杖升级：抓树的攻击次数无限。"
